basin_id,seed,status,original_nse,reachable_nse,nse_decline,negative_test_day_fraction,maximum_storage_deficit_mm,material_negative_storage,high_skill_original_path,nse_declines_under_ordered_path,huc_02,gauge_lat,gauge_lon,elev_mean,area_gages2,aridity,frac_snow,frac_forest,aridity_stratum,snow_stratum,area_stratum
01440400,11,complete,0.615957498550415,0.541332483291626,0.07462501525878906,0.985487404162103,23.590757369995117,True,True,True,02,41.08481,-75.21462,334.06,175.21,0.622481152138559,0.172223371092882,0.9933,humid,snow-influenced,small
01440400,29,complete,0.552923858165741,0.07461059093475342,0.47831326723098755,0.9997261774370209,416.12939453125,True,True,True,02,41.08481,-75.21462,334.06,175.21,0.622481152138559,0.172223371092882,0.9933,humid,snow-influenced,small
01440400,47,complete,0.5390814542770386,0.2564259171485901,0.2826555371284485,0.976998904709748,69.37818145751953,True,True,True,02,41.08481,-75.21462,334.06,175.21,0.622481152138559,0.172223371092882,0.9933,humid,snow-influenced,small
01451800,11,complete,0.47271716594696045,0.22943735122680664,0.2432798147201538,0.8151697699890471,14.399699211120605,True,False,True,02,40.66176,-75.62685,180.41,135.84,0.690467501571846,0.128362665991427,0.4915,humid,snow-influenced,small
01451800,29,complete,0.4506080150604248,0.17649763822555542,0.2741103768348694,0.8732201533406353,374.66510009765625,True,False,True,02,40.66176,-75.62685,180.41,135.84,0.690467501571846,0.128362665991427,0.4915,humid,snow-influenced,small
01451800,47,complete,0.48173391819000244,0.11480873823165894,0.3669251799583435,1.0,40.58745193481445,True,False,True,02,40.66176,-75.62685,180.41,135.84,0.690467501571846,0.128362665991427,0.4915,humid,snow-influenced,small
01466500,11,complete,-34.97713851928711,-68.98572540283203,34.00858688354492,1.0,140.55209350585938,True,False,True,02,39.885,-74.50528,38.94,5.38,0.864395949341242,0.0626617697616761,1.0,humid,low-snow,small
01466500,29,complete,-49.578922271728516,-66.40042877197266,16.82150650024414,1.0,18.053512573242188,True,False,True,02,39.885,-74.50528,38.94,5.38,0.864395949341242,0.0626617697616761,1.0,humid,low-snow,small
01466500,47,complete,-41.97652053833008,-73.32059478759766,31.344074249267578,1.0,16.35774803161621,True,False,True,02,39.885,-74.50528,38.94,5.38,0.864395949341242,0.0626617697616761,1.0,humid,low-snow,small
01484100,11,complete,-1.6580774784088135,-3.7197976112365723,2.061720132827759,1.0,65.48895263671875,True,False,True,02,38.90578,-75.51275,17.97,9.0,0.783619502182434,0.042571686471381,0.3605,humid,low-snow,small
